FindingID,ReviewID,Protocol,InterventionID,Intervention_Name,Comparison,OutcomeMeasureID,Outcome_Measure,Outcome_Domain,Period,Sample_Description,Is_Subgroup,Outcome_Sample_Size,Outcome_Measure_Intervention_Sample_Size,Outcome_Measure_Comparison_Sample_Size,Intervention_Clusters_Sample_Size,Comparison_Clusters_Sample_Size,Intervention_Mean,Comparison_Mean,Intervention_Standard_Deviation,Comparison_Standard_Deviation,Effect_Size_Study,Effect_Size_WWC,Improvement_Index,p_Value_Study,p_Value_WWC,ICC,Clusters_Total,Is_Statistically_Significant,Finding_Rating,ESSA_Rating,L1_Unit_of_Analysis,FavorableUnfavorableDesignation
46258,1910646,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,After-school programs,21693,Group Reading Assessment and Diagnostic Evaluation (GRADE): Vocabulary subtest,Reading vocabulary,0 Days,Overall - Full sample,TRUE,264,133,131,133,131,92.67,93.05,13.2,13.33,0.03,0.021799955,1,0.08,0.859571389,,,FALSE,2,,Student,
46259,1910646,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,After-school programs,21694,The Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Oral Reading Fluency (DORF),Passage reading fluency-oral,0 Days,Full sample,FALSE,264,133,131,133,131,108.89,106.34,35.52,36.94,0.12,0.020365674,1,0.037,0.868722821,,,TRUE,2,Evidence Tier 3,Student,
46268,1910669,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,21694,The Dynamic Indicators of Basic Early Literacy Skills (DIBELS): Oral Reading Fluency (DORF),Passage reading fluency-oral,0 Days,Full sample,FALSE,297,151,146,151,146,106.42,103.73,27.01,24.48,,0.104008481,4,,0.371251364,,,FALSE,1,,Student,
46271,1910669,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24278,Stanford Achievement Test 10th edition (SAT-10) - reading comprehension subtest,Reading Comprehension,0 Days,Full sample,FALSE,296,150,146,150,146,635.92,625.75,32.34,28.17,0.32,0.334179509,13,,0.004614415,,,TRUE,1,Evidence Tier 3,Student,
47442,1906303,Practice Guide Review Protocol for Workforce Development at Community Colleges,1585,Workforce Training Academy Connect (WTA Connect),Business as usual,20852,Earned Credential - Any Source,"Industry-recognized credential, certificate, or license completion",18 Months,Full sample,FALSE,743,368,375,368,375,20.38,14.4,,,,0.254133818,10,,0.033129793,,,TRUE,1,Evidence Tier 3,Student,
49810,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,24611,Earned a degree from any college,Postsecondary degree attainment,9 Semesters,Overall - Full sample,TRUE,896,451,445,451,445,46.6,32.4,,,,0.362870604,14,,2.08480353737217E-05,,,TRUE,1,,Student,
49816,1911066,Supporting Postsecondary Success,1072,Accelerated Study in Associate Programs (ASAP),Business as usual,24611,Earned a degree from any college,Postsecondary degree attainment,12 Semesters,Overall - Hispanic or Latino,TRUE,375,192,183,192,183,43.8,42.1,,,,0.041967935,2,,0.740329383,,,FALSE,1,,Student,
49860,1910894,Review of Individual Studies,1806,Literacy and Academic Success for English Learners through Science (LASErS),Business as usual,25176,NWEA Measures of Academic Progress (MAP) Reading,English language proficiency,0 Days,Grade: 1; English learners sample,FALSE,136,88,48,9,5,169.05,162.55,10.63,15.83,0.51,0.508993474,19,0.045,0.098831919,,,FALSE,2,,Student,
49867,1910894,Review of Individual Studies,1806,Literacy and Academic Success for English Learners through Science (LASErS),Business as usual,25638,Northwest Evaluation Association (NWEA) Measures of Academic Progress (MAP): Reading Achievement,General Literacy Achievement,0 Days,Grade: 1; includes full sample of 1st grade students (including non-ELs),FALSE,405,266,139,9,8,170.71,169.48,12.81,15.24,0.09,0.089674348,4,0.675,0.72000533,,,FALSE,2,,Student,
50041,1910994,Review of Individual Studies,1807,Descubriendo La Lectura (DLL),Business as usual,26547,Instrumento de Observación (IDO) - Ohio Word Test subtest,General Literacy Achievement,0 Days,Overall - Full sample,TRUE,142,73,69,73,69,,,0.99,1.01,0.528,0.525290202,20,0.001,0.002523913,,,TRUE,1,,Student,
50042,1910994,Review of Individual Studies,1807,Descubriendo La Lectura (DLL),Business as usual,25117,Instrumento de Observación (IDO) - text reading subtest,Reading Fluency,0 Days,Full sample,FALSE,142,73,69,73,69,,,1.02,0.97,1.062,1.06051308,36,0.001,2.43120412690701E-08,,,TRUE,1,Evidence Tier 3,Student,
50048,1910994,Review of Individual Studies,1807,Descubriendo La Lectura (DLL),Business as usual,26551,Logramos - reading subtest,General Literacy Achievement,0 Days,Overall - Full sample,TRUE,124,65,59,65,59,,,1.07,0.91,0.542,0.540205642,21,0.001,0.003799114,,,TRUE,1,,Student,
50235,1911117,Transition to College,1042,Early College High Schools,Business as usual,24896,Cumulative GPA through 2 years after completion of 12th grade,College academic achievement,2 Years,Full sample,FALSE,1140,732,408,732,408,2.65,2.59,,,0.09,0.082569957,4,,0.146426908,,,FALSE,2,,Student,
50237,1911117,Transition to College,1042,Early College High Schools,Business as usual,24840,Earned an associate degree by 4 years after completion of 12th grade,Postsecondary degree attainment,4 Years,Overall - Full sample,TRUE,1687,952,735,952,735,30,8.8,,,,0.903237312,32,0.001,0,,,TRUE,1,,Student,
50239,1911117,Transition to College,1042,Early College High Schools,Business as usual,24835,Earned an associate degree or a bachelor's degree by 6 years after completion of 12th grade,Postsecondary degree attainment,6 Years,Overall - Under-represented minority,TRUE,582,328,254,328,254,36.1,27.2,,,,0.250265208,10,0.05,0.023932194,,,TRUE,1,,Student,
47449,1910690,Review of Individual Studies,2178,"Multitiered dual-language instruction – Spencer et al., (2020)",Business as usual,24802,CUBED Assessment: Narrative Language Measures (NLM) Listening- English,English language proficiency,0 Days,Full sample,FALSE,80,43,37,12,13,6.91,2.86,5.41,3.77,0.85,0.848990188,30,0.01,0.000499534,0.21,,TRUE,1,Evidence Tier 3,Student,
47454,1910608,Assisting Students Struggling with Reading: Intervention in Grades 4-9,2075,Reading intervention (Miller et al. (2011)),Other intervention,24577,"Curriculum-based assessment-maintenance measure (Miller et al., 2011)",Reading Comprehension,2 Weeks,Full sample,FALSE,38,20,18,20,18,71.67,62.86,12.49,14.9,,0.63044632,24,,0.066265826,,,FALSE,1,,Student,
47457,1910659,Assisting Students Struggling with Reading: Intervention in Grades 4-9,742,READ 180®,Business as usual,24578,"Stanford Diagnostic Reading Test, Edition 4 (SDRT-4)",Measures of general reading proficiency and English Language Arts,1 Year,Full sample - Read 180 vs BAU (complete cases ITT),FALSE,456,231,225,231,225,24.14,21.75,13.37,13.38,0.06,0.1783971,7,0.03,0.058284072,,,TRUE,2,Evidence Tier 2,Student,
47528,1910728,Review of Individual Studies,1774,ROOTS,Business as usual,24877,Number Sense Brief (NSB),Number and Operations,0 Days,Full sample,FALSE,281,189,92,189,92,17.8,16.3,4.5,4.7,0.381,0.382220033,15,0.0048,0.002881001,,,TRUE,1,Evidence Tier 3,Student,
47641,1910677,Effective Advising for Postsecondary Students,1725,Academic Concept Mapping,Business as usual,23075,Retention to second semester,Progressing in College,0 Days,Full sample,FALSE,258,131,127,6,6,0.885,0.764,,,,0.089578906,,,0.962889561,,,FALSE,1,,Student,
47673,1910750,Review of Individual Studies,1783,First Step Next (FSN),Business as usual,24913,Social Skills Improvement System (SSIS) Social Skills Scale - parent-reported,Student social functioning,0 Days,Full sample,FALSE,154,79,75,25,25,98.9,92.9,11,15.8,0.34,0.337782678,13,0.024,0.036578929,,,TRUE,1,Evidence Tier 3,Student,
47674,1910750,Review of Individual Studies,1783,First Step Next (FSN),Business as usual,24914,Social Skills Improvement System (SSIS) Social Skills Scale - teacher-reported,Student social functioning,0 Days,Full sample,FALSE,154,79,75,25,25,91.7,80.6,13.2,12.9,0.91,0.899414216,32,0.001,7.82479908645328E-08,,,TRUE,1,Evidence Tier 3,Student,
48149,1910690,Review of Individual Studies,2178,"Multitiered dual-language instruction – Spencer et al., (2020)",Business as usual,24806,Clinical Evaluation of Language Fundamentals: Preschool (CELF-P) Sentence Structure (SS) subtest- English ,English language proficiency,0 Days,Full sample,FALSE,81,43,38,12,13,9.23,7.01,4.3,3.67,0.55,0.547353008,21,0.01,0.017560073,0,,TRUE,1,Evidence Tier 3,Student,
48151,1910690,Review of Individual Studies,2178,"Multitiered dual-language instruction – Spencer et al., (2020)",Business as usual,24805,Clinical Evaluation of Language Fundamentals: Preschool (CELF-P) Expressive Vocabulary (EV) subtest- English,English language proficiency,0 Days,Full sample,FALSE,81,43,38,12,13,7.21,7.47,5.16,5.85,-0.05,-0.046873952,-2,0.8,0.822912777,0.09,,FALSE,1,,Student,
48176,1910818,Single Study Review,905,Big Brothers Big Sisters (BBBS),Business as usual,1996,GPA,Academic achievement,18 Months,Full sample,FALSE,959,487,472,487,472,,,,,,,,0.1,,,,FALSE,1,,Student,
48945,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,24858,High school graduation,Completing high school in the short term,1 Year,Overall - Grade: 11 - School-level assignment,TRUE,38675,18935,19740,53,50,0.917,0.92,,,,-0.001997825,0,,0.975358379,,,FALSE,2,,Student,
48964,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22754,Enrolled On-Time in Two-Year College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015- School-level assignment,TRUE,43839,21828,22011,53,50,0.236,0.27,,,,-0.081774974,-3,0.017,0.479558717,,,TRUE,2,,Student,
48967,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22753,Enrolled On-Time in Four-Year College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015; Middle 50% baseline achievement - School-level assignment,TRUE,24790,12381,12409,53,50,0.285,0.25,,,,0.079621349,3,0.028,0.594375878,,,TRUE,2,,Student,
48968,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22754,Enrolled On-Time in Two-Year College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015; Middle 50% of baseline achievement - School-level assignment,TRUE,24790,12381,12409,53,50,0.287,0.32,,,,-0.066161504,-3,0.023,0.637254026,,,TRUE,2,,Student,
48969,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22752,Enrolled On-Time in Any College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015; Middle 50% of baseline achievement - School-level assignment,TRUE,24790,12381,12409,53,50,0.582,0.58,0.49,0.49,,0.002098398,0,,0.983486114,,,FALSE,2,,Student,
48978,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,25094,Enroll in Tennessee Board of Regents (TBR)-covered institution,College Enrollment,1 Year,Overall - Students first exposed in Grade 11; with expected graduation years of 2013-2014 or 2014-2015 - School-level assignment,TRUE,20998,10521,10477,53,50,0.355,0.39,,,,-0.057198113,-2,,0.67761894,,,FALSE,2,,Student,
48984,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22754,Enrolled On-Time in Two-Year College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015; Black; Hispanic; or Latino - School-level assignment,TRUE,7502,3310,4192,53,50,0.203,0.23,,,,-0.075837213,-3,,0.803737298,,,FALSE,2,,Student,
48985,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,22752,Enrolled On-Time in Any College,College Enrollment,0 Years,Overall - Students first exposed in Grade 11 or 12; with expected graduation years of 2013-2014 or 2014-2015; Black; Hispanic; or Latino - School-level assignment,TRUE,7502,3310,4192,53,50,0.542,0.54,,,,0.002252484,0,,0.99065204,,,FALSE,2,,Student,
48822,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24776,Academic Rating Scale - Math,General Mathematics Achievement,0 Days,Overall - Full sample (Year 2),TRUE,357,178,179,37,32,4.36,4.12,0.66,0.73,0.26,0.341241275,13,0.006,0.001518643,0.2,,TRUE,2,,Student,
48824,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24781,Academic Rating Scale - Science,General science achievement ,0 Days,Overall - Full sample (Year 1),TRUE,612,334,278,64,62,3.87,3.81,0.86,0.88,0.03,0.021833826,1,0.78,0.788169509,0.2,,FALSE,2,,Student,
48834,1910752,Review of Individual Studies,1754,MyTeachingPartner-Math/Science,Business as usual,24788,LENS on Science,General science achievement ,0 Days,Overall - Full sample (Year 2),TRUE,379,197,182,37,32,1.85,1.81,0.92,1.1,0.2,0.098770857,4,0.15,0.33778101,0.2,,FALSE,2,,Student,
48946,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,24858,High school graduation,Completing high school in the short term,0 Years,Overall - Grade: 12: School-level assignment,TRUE,23091,11424,11667,53,50,0.941,0.94,,,,0.0006505,0,,0.99372519,,,FALSE,2,,Student,
48947,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,18025,Percent Passing Math AP Exam,College Readiness,1 Year,Grade: 11 - School-level assignment,FALSE,38675,18935,19740,53,50,0.027,0.02,,,,0.181920477,7,,0.654502067,,,FALSE,2,,Student,
48949,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,25089,Earns a score of 3 or higher on AP Statistics,College Readiness,1 Year,Overall - Grade: 11 - School-level assignment,TRUE,38675,18935,19740,53,50,0.012,0.004,,,,0.665861205,25,,0.401021077,,,TRUE,2,,Student,
48954,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,18025,Percent Passing Math AP Exam,College Readiness,1 Year,Overall - Grade: 11; Top 25% of baseline achievement - School-level assignment,TRUE,10207,4912,5295,53,50,0.077,0.06,,,,0.151280382,6,,0.743227293,,,FALSE,2,,Student,
48955,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,25088,Earns a score of 3 or higher on AP Calculus exam,College Readiness,1 Year,Overall - Grade: 11; Top 25% of baseline achievement - School-level assignment,TRUE,10207,4912,5295,53,50,0.051,0.05,,,,0.012006773,0,,0.982087334,,,FALSE,2,,Student,
48958,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,25088,Earns a score of 3 or higher on AP Calculus exam,College Readiness,1 Year,Overall - Grade: 11; White; Not Hispanic or Latino - School-level assignment,TRUE,30757,15493,15264,53,50,0.022,0.02,,,,0.05777446,2,,0.903803198,,,FALSE,2,,Student,
48959,1910696,Review of Individual Studies,2454,Dual-credit advanced algebra and trigonometry course—Hemelt et al. (2019),Business as usual,25089,Earns a score of 3 or higher on AP Statistics,College Readiness,1 Year,Overall - Grade: 11; White; Not Hispanic or Latino; School-level assignment,TRUE,30757,15493,15264,53,50,0.013,0.004,,,,0.71437349,26,0.005,0.420422932,,,TRUE,2,,Student,
50245,1911117,Transition to College,1042,Early College High Schools,Business as usual,24848,Attainment of bachelor's degree by 6 years after completion of 12th grade (first-generation college-goers),Postsecondary degree attainment,6 Years,Overall - First-generation college-goers,TRUE,652,368,284,368,284,17,16.4,,,,0.026112201,1,,0.839085986,,,FALSE,1,,Student,
50250,1911117,Transition to College,1042,Early College High Schools,Business as usual,24853,Attainment of any degree by 6 years after completion of 12th grade (underprepared students),Postsecondary degree attainment,6 Years,Overall - Underprepared students,TRUE,481,271,210,271,210,24.6,19.5,,,,0.180191144,7,,0.185652162,,,FALSE,1,,Student,
50268,1911135,Supporting Postsecondary Success,1629,Growth Mindset,Other intervention,18391,Grade Point Average (GPA),Academic achievement,9 Weeks,Overall - Control pen-pal and no pen-pal combined,TRUE,79,28,51,28,51,3.46,3.19,0.3,0.29,,0.910801781,32,,0.000401659,,,TRUE,1,,Student,
50297,1911041,Transition to College,1043,Dual Enrollment Programs,Business as usual,25418,College enrollment in any college,College Enrollment,1 Year,Full sample,FALSE,43839,21828,22011,53,50,60.5,61,,,,-0.012708586,-1,,0.908192824,,,FALSE,1,,Student,
50307,1911041,Transition to College,1043,Dual Enrollment Programs,Business as usual,19037,College credits earned,Progressing in College,1 Year,Full sample,FALSE,20069,10014,10055,53,50,22.705,22.4,15.11,14.38,,0.020678916,1,,0.816842254,,,FALSE,1,,Student,
